inquiry_id,client_id,created_at,resolved_at,resolution_minutes,issue_category,issue_subcategory,priority,sla_hours,resolved_within_sla,satisfaction_score,channel,region,handled_by
INC00192,C1583,3/10/2025 8:46,3/10/2025 9:36,50,Account Access,MFA Issue,Low,72,TRUE,5,Email,East,Agent_71
INC00193,C1696,5/28/2025 2:24,5/28/2025 5:22,178,Transaction Mismatch,Missing Transaction,Low,72,TRUE,5,Phone,South,Agent_13
INC00194,C1616,7/21/2025 11:50,7/21/2025 17:47,357,Payment Failure,Insufficient Funds,High,24,TRUE,5,Mobile App,Central,Agent_6
INC00195,C1620,1/24/2025 1:08,1/24/2025 9:12,484,Transaction Mismatch,Duplicate Transaction,Medium,48,TRUE,5,Email,East,Agent_120
INC00196,C1848,6/13/2025 5:25,6/13/2025 9:17,232,Account Access,MFA Issue,Medium,48,TRUE,5,Mobile App,Central,Agent_39
INC00197,C1920,9/1/2025 0:23,9/1/2025 6:21,358,Account Access,MFA Issue,Medium,48,TRUE,5,Phone,Central,Agent_61
INC00198,C1491,5/16/2025 20:50,5/17/2025 2:02,312,Payment Failure,Gateway Error,Medium,48,TRUE,5,Email,Central,Agent_81
INC00199,C1195,7/14/2025 4:52,7/14/2025 11:31,399,Fraud Detection,Suspicious Login,High,24,TRUE,3,Phone,West,Agent_41
INC00200,C1482,8/3/2025 4:26,8/3/2025 18:10,824,Fraud Detection,Suspicious Login,High,24,TRUE,2,Phone,South,Agent_67
INC00201,C1470,4/17/2025 17:20,4/17/2025 22:59,339,Transaction Mismatch,Duplicate Transaction,Low,72,TRUE,5,Chat,Central,Agent_46
INC00202,C1964,5/16/2025 19:30,5/16/2025 21:31,121,Chargeback,Merchant Error,Medium,48,TRUE,5,Chat,East,Agent_91
INC00203,C1814,4/17/2025 22:45,4/18/2025 8:41,596,Transaction Mismatch,Duplicate Transaction,Medium,48,TRUE,5,Chat,East,Agent_16
INC00204,C1978,7/14/2025 12:52,7/14/2025 17:33,281,Chargeback,Customer Dispute,Low,72,TRUE,5,Phone,East,Agent_119
INC00205,C1277,8/15/2025 20:16,,,Transaction Mismatch,Amount Mismatch,High,24,FALSE,,Chat,South,Agent_14
INC00206,C1102,5/3/2025 7:03,5/4/2025 19:47,2204,KYC/Documentation,Missing Documents,Medium,48,TRUE,3,Mobile App,East,Agent_92
INC00207,C1416,8/30/2025 3:43,8/30/2025 11:10,447,Delay,Processing Queue,Critical,4,FALSE,1,Mobile App,West,Agent_84
INC00208,C1547,4/13/2025 9:20,4/13/2025 11:33,133,Payment Failure,Gateway Error,Medium,48,TRUE,,Phone,South,Agent_54
INC00209,C1948,4/1/2025 1:53,4/1/2025 5:27,214,Account Access,Password Reset,High,24,TRUE,5,Chat,North,Agent_2
INC00210,C1656,6/2/2025 18:38,,,Chargeback,Merchant Error,Low,72,FALSE,,Mobile App,South,Agent_109
INC00211,C1263,8/28/2025 8:12,8/31/2025 6:29,4217,Delay,Clearing Delay,Medium,48,FALSE,1,Email,North,Agent_95
INC00212,C1918,6/22/2025 9:36,6/22/2025 12:12,156,Account Access,Password Reset,Medium,48,TRUE,5,Mobile App,West,Agent_66
INC00213,C1254,6/17/2025 2:25,6/17/2025 17:44,919,Delay,Clearing Delay,Medium,48,TRUE,4,Phone,East,Agent_50
INC00214,C1011,5/1/2025 14:48,5/2/2025 5:27,879,Chargeback,Merchant Error,Medium,48,TRUE,4,Chat,East,Agent_89
INC00215,C1945,5/1/2025 1:42,5/1/2025 9:23,461,Transaction Mismatch,Amount Mismatch,Medium,48,TRUE,5,Chat,North,Agent_82
INC00216,C1465,6/1/2025 11:39,,,Fraud Detection,Card Fraud,Medium,48,FALSE,,Chat,West,Agent_90
INC00217,C1894,8/30/2025 17:51,8/31/2025 10:55,1024,KYC/Documentation,Missing Documents,Medium,48,TRUE,,Phone,Central,Agent_58
INC00218,C1586,7/5/2025 2:58,7/5/2025 16:10,792,Delay,Processing Queue,High,24,TRUE,3,Email,South,Agent_42
INC00219,C1456,8/15/2025 3:43,8/15/2025 6:03,140,Account Access,MFA Issue,Low,72,TRUE,5,Phone,West,Agent_17
INC00220,C1022,8/1/2025 14:36,8/1/2025 21:25,409,Payment Failure,Beneficiary Error,High,24,TRUE,4,Mobile App,East,Agent_105
INC00221,C1554,1/2/2025 23:13,1/3/2025 19:09,1196,Delay,Interbank Delay,Low,72,TRUE,3,Phone,North,Agent_120
INC00222,C1661,8/30/2025 1:18,8/31/2025 6:52,1774,Delay,Clearing Delay,High,24,FALSE,1,Mobile App,East,Agent_115
INC00223,C1895,7/15/2025 14:55,7/17/2025 10:36,2621,KYC/Documentation,Verification Delay,Low,72,TRUE,3,Email,East,Agent_16
INC00224,C1023,4/2/2025 17:25,4/3/2025 3:29,604,Delay,Clearing Delay,High,24,TRUE,4,Chat,West,Agent_87
INC00225,C1193,8/6/2025 17:24,8/6/2025 20:53,209,Fraud Detection,Account Takeover,Low,72,TRUE,5,Phone,North,Agent_104
INC00226,C1103,8/3/2025 19:49,8/5/2025 18:00,2771,KYC/Documentation,Missing Documents,Low,72,TRUE,3,Phone,West,Agent_77
INC00227,C1884,1/25/2025 7:47,1/25/2025 15:49,482,Transaction Mismatch,Amount Mismatch,Medium,48,TRUE,5,Phone,South,Agent_65
INC00228,C1688,5/29/2025 7:52,5/29/2025 12:32,280,Account Access,MFA Issue,Medium,48,TRUE,4,Chat,South,Agent_39
INC00229,C1900,3/15/2025 21:33,3/16/2025 12:54,921,Transaction Mismatch,Duplicate Transaction,Low,72,TRUE,4,Email,West,Agent_72
INC00230,C1418,9/11/2025 1:22,9/11/2025 2:34,72,Account Access,Locked Account,Low,72,TRUE,5,Email,East,Agent_49
INC00231,C1147,4/5/2025 17:30,,,KYC/Documentation,Verification Delay,High,24,FALSE,,Mobile App,North,Agent_72
INC00232,C1662,7/31/2025 13:35,8/1/2025 17:28,1673,Delay,Clearing Delay,Low,72,TRUE,4,Phone,West,Agent_109
INC00233,C1619,7/9/2025 2:34,7/10/2025 23:46,2712,KYC/Documentation,Missing Documents,Low,72,TRUE,3,Phone,North,Agent_25
INC00234,C1015,4/22/2025 15:13,,,KYC/Documentation,Verification Delay,Critical,4,FALSE,,Email,South,Agent_95
INC00235,C1406,3/2/2025 23:48,3/4/2025 2:44,1616,KYC/Documentation,Mismatch Info,Medium,48,TRUE,3,Email,Central,Agent_42
INC00236,C1903,5/25/2025 12:29,5/26/2025 0:51,742,Payment Failure,Insufficient Funds,Low,72,TRUE,5,Mobile App,West,Agent_13
INC00237,C1226,8/29/2025 10:58,8/29/2025 21:54,656,Transaction Mismatch,Duplicate Transaction,Low,72,TRUE,4,Email,North,Agent_34
INC00238,C1511,8/2/2025 9:09,8/2/2025 17:17,488,Transaction Mismatch,Duplicate Transaction,Medium,48,TRUE,5,Chat,East,Agent_98
INC00239,C1173,9/8/2025 23:41,9/9/2025 4:29,288,Transaction Mismatch,Amount Mismatch,Medium,48,TRUE,5,Email,Central,Agent_63
INC00240,C1049,4/5/2025 17:41,4/5/2025 20:40,179,Payment Failure,Gateway Error,High,24,TRUE,5,Phone,West,Agent_18
INC00241,C1061,4/29/2025 2:45,,,Delay,Processing Queue,Medium,48,FALSE,,Mobile App,West,Agent_3
INC00242,C1293,1/4/2025 17:35,1/6/2025 11:22,2507,Delay,Processing Queue,Medium,48,TRUE,1,Phone,Central,Agent_105
INC00243,C1539,8/9/2025 5:06,8/13/2025 13:20,6254,Delay,Clearing Delay,Low,72,FALSE,1,Chat,East,Agent_35
INC00244,C1307,7/23/2025 2:23,7/23/2025 4:37,134,Transaction Mismatch,Amount Mismatch,Critical,4,TRUE,3,Phone,North,Agent_12
INC00245,C1084,7/27/2025 12:24,7/27/2025 20:21,477,Transaction Mismatch,Missing Transaction,Low,72,TRUE,5,Mobile App,West,Agent_83
INC00246,C1888,6/19/2025 18:54,6/22/2025 18:21,4287,KYC/Documentation,Missing Documents,Low,72,TRUE,2,Mobile App,East,Agent_6
INC00247,C1951,2/8/2025 21:59,2/9/2025 13:00,901,KYC/Documentation,Mismatch Info,Medium,48,TRUE,5,Chat,North,Agent_27
INC00248,C1580,3/15/2025 22:52,3/16/2025 14:39,947,Chargeback,Merchant Error,Low,72,TRUE,5,Mobile App,Central,Agent_43
INC00249,C1054,7/16/2025 23:08,7/17/2025 13:52,884,Chargeback,Customer Dispute,Medium,48,TRUE,4,Phone,West,Agent_30
INC00250,C1334,2/8/2025 10:38,2/8/2025 22:43,725,Payment Failure,Beneficiary Error,Low,72,TRUE,5,Phone,East,Agent_101
INC00251,C1599,8/19/2025 15:14,8/19/2025 23:12,478,Payment Failure,Insufficient Funds,Medium,48,TRUE,5,Mobile App,North,Agent_99
INC00252,C1802,6/1/2025 7:45,,,Delay,Clearing Delay,Low,72,FALSE,,Email,West,Agent_41
INC00253,C1104,7/4/2025 3:05,7/4/2025 11:30,505,Chargeback,Merchant Error,Low,72,TRUE,5,Email,North,Agent_24
INC00254,C1567,8/9/2025 14:35,8/10/2025 2:31,716,Payment Failure,Gateway Error,Low,72,TRUE,5,Phone,Central,Agent_77
INC00255,C1572,6/16/2025 12:00,,,Transaction Mismatch,Amount Mismatch,Medium,48,FALSE,,Email,Central,Agent_67
INC00256,C1064,3/28/2025 21:24,3/30/2025 6:24,1980,Delay,Interbank Delay,Low,72,TRUE,3,Email,West,Agent_36
INC00257,C1640,8/4/2025 9:30,8/5/2025 10:53,1523,Delay,Interbank Delay,High,24,FALSE,1,Mobile App,Central,Agent_79
INC00258,C1389,4/11/2025 14:06,4/12/2025 0:51,645,Transaction Mismatch,Duplicate Transaction,Low,72,TRUE,5,Chat,West,Agent_43
INC00259,C1490,8/9/2025 20:38,8/10/2025 4:58,500,Transaction Mismatch,Missing Transaction,High,24,TRUE,4,Chat,South,Agent_51
INC00260,C1333,6/13/2025 9:47,,,Payment Failure,Beneficiary Error,High,24,FALSE,,Mobile App,East,Agent_105
INC00261,C1698,7/21/2025 11:07,7/21/2025 12:26,79,Payment Failure,Beneficiary Error,Critical,4,TRUE,5,Phone,West,Agent_91
INC00262,C1814,4/18/2025 14:51,4/19/2025 18:59,1688,KYC/Documentation,Missing Documents,High,24,FALSE,1,Mobile App,West,Agent_18
INC00263,C1459,6/5/2025 7:16,6/7/2025 3:42,2666,Delay,Interbank Delay,High,24,FALSE,1,Mobile App,Central,Agent_52
INC00264,C1673,8/3/2025 17:02,8/4/2025 7:49,887,Chargeback,Customer Dispute,Low,72,TRUE,5,Chat,South,Agent_83
INC00265,C1108,1/23/2025 18:41,1/23/2025 20:42,121,Payment Failure,Insufficient Funds,Critical,4,TRUE,3,Phone,North,Agent_34
INC00266,C1383,4/24/2025 16:47,4/24/2025 21:58,311,Payment Failure,Beneficiary Error,Medium,48,TRUE,,Mobile App,West,Agent_99
INC00267,C1118,9/14/2025 4:22,9/14/2025 3:58,-24,Transaction Mismatch,Duplicate Transaction,Medium,48,TRUE,5,Email,East,Agent_40
INC00268,C1739,6/25/2025 14:50,6/25/2025 17:40,170,Payment Failure,Insufficient Funds,Medium,48,TRUE,5,Mobile App,East,Agent_9
INC00269,C1819,6/3/2025 1:51,6/5/2025 20:22,3991,Delay,Interbank Delay,Medium,48,FALSE,1,Email,South,Agent_67
INC00270,C1644,3/31/2025 17:10,3/31/2025 22:53,343,Payment Failure,Insufficient Funds,Low,72,TRUE,5,Email,South,Agent_82
INC00271,C1398,8/10/2025 12:01,8/10/2025 13:54,113,Payment Failure,Gateway Error,Medium,48,TRUE,5,Phone,South,Agent_27
INC00272,C1191,5/23/2025 22:51,5/24/2025 21:54,1383,Delay,Clearing Delay,High,24,TRUE,1,Chat,East,Agent_26
INC00273,C1611,8/23/2025 3:16,8/23/2025 9:27,371,KYC/Documentation,Mismatch Info,Critical,4,FALSE,1,Mobile App,Central,Agent_51
INC00274,C1819,2/28/2025 11:22,2/28/2025 15:40,258,Transaction Mismatch,Amount Mismatch,High,24,TRUE,5,Chat,Central,Agent_76
INC00275,C1710,2/13/2025 21:08,2/17/2025 23:45,5917,Delay,Interbank Delay,Low,72,FALSE,1,Email,Central,Agent_50
INC00276,C1710,8/3/2025 19:08,8/4/2025 8:10,782,Transaction Mismatch,Amount Mismatch,Medium,48,TRUE,4,Email,Central,Agent_22
INC00277,C1367,9/8/2025 9:08,9/8/2025 21:59,771,Transaction Mismatch,Duplicate Transaction,Medium,48,TRUE,4,Phone,West,Agent_18
INC00278,C1727,4/10/2025 12:35,4/10/2025 16:26,231,Account Access,MFA Issue,Medium,48,TRUE,5,Mobile App,West,Agent_22
INC00279,C1550,2/12/2025 18:01,2/12/2025 19:42,101,Account Access,MFA Issue,Low,72,TRUE,4,Chat,South,Agent_100
INC00280,C1116,8/23/2025 18:47,8/23/2025 22:12,205,Account Access,Locked Account,Medium,48,TRUE,5,Chat,Central,Agent_106
INC00281,C1435,7/7/2025 17:52,7/9/2025 17:52,2880,Delay,Processing Queue,Medium,48,TRUE,1,Phone,South,Agent_39
INC00282,C1794,1/17/2025 14:16,1/18/2025 17:53,1657,KYC/Documentation,Missing Documents,Medium,48,TRUE,3,Email,South,Agent_104
INC00283,C1833,6/29/2025 22:39,6/30/2025 16:06,1047,Transaction Mismatch,Missing Transaction,Low,72,TRUE,5,Email,North,Agent_73
INC00284,C1296,6/29/2025 17:17,6/29/2025 19:19,122,Payment Failure,Insufficient Funds,Critical,4,TRUE,3,Chat,Central,Agent_116
INC00285,C1671,2/18/2025 4:48,2/18/2025 9:06,258,Transaction Mismatch,Amount Mismatch,Critical,4,FALSE,1,Email,South,Agent_32
INC00286,C1591,3/16/2025 22:20,3/17/2025 16:32,1092,Fraud Detection,Suspicious Login,Low,72,TRUE,4,Chat,West,Agent_49
INC00287,C1284,8/20/2025 2:40,8/20/2025 20:34,1074,KYC/Documentation,Missing Documents,Medium,48,TRUE,4,Chat,West,Agent_63
INC00288,C1995,6/17/2025 18:00,,,Account Access,Locked Account,Low,72,FALSE,,Mobile App,East,Agent_109
INC00289,C1848,2/2/2025 17:25,2/3/2025 10:41,1036,Chargeback,Customer Dispute,Medium,48,TRUE,4,Chat,East,Agent_71
INC00290,C1101,3/8/2025 18:54,3/8/2025 18:26,-28,Account Access,Locked Account,High,24,TRUE,5,Mobile App,North,Agent_16
INC00291,C1931,3/22/2025 14:29,3/23/2025 12:48,1339,Chargeback,Merchant Error,Low,72,TRUE,4,Email,East,Agent_21
INC00292,C1169,5/21/2025 2:41,5/21/2025 12:26,585,Fraud Detection,Account Takeover,Medium,48,TRUE,4,Phone,West,Agent_81
INC00293,C1001,6/6/2025 23:44,6/7/2025 15:26,942,Fraud Detection,Suspicious Login,Low,72,TRUE,5,Email,West,Agent_10
INC00294,C1836,3/9/2025 18:14,3/9/2025 22:17,243,Account Access,Password Reset,Low,72,TRUE,5,Phone,West,Agent_89
INC00295,C1320,3/9/2025 15:04,3/9/2025 18:45,221,Transaction Mismatch,Missing Transaction,High,24,TRUE,5,Chat,East,Agent_18
INC00296,C1665,7/15/2025 4:41,7/16/2025 14:12,2011,Delay,Processing Queue,Medium,48,TRUE,3,Email,West,Agent_45
INC00297,C1222,4/20/2025 20:47,4/21/2025 21:52,1505,KYC/Documentation,Mismatch Info,Medium,48,TRUE,3,Phone,North,Agent_18
INC00298,C1253,3/5/2025 18:46,3/5/2025 18:36,-10,Transaction Mismatch,Duplicate Transaction,Low,72,TRUE,5,Chat,North,Agent_32
INC00299,C1521,5/26/2025 22:01,5/27/2025 13:27,926,KYC/Documentation,Verification Delay,Low,72,TRUE,5,Email,West,Agent_38
INC00300,C1540,1/28/2025 7:31,1/29/2025 10:09,1598,Delay,Interbank Delay,Medium,48,TRUE,3,Phone,East,Agent_120
INC00301,C1176,6/12/2025 4:24,6/13/2025 14:17,2033,KYC/Documentation,Verification Delay,Low,72,TRUE,4,Mobile App,North,Agent_3
INC00302,C1518,2/4/2025 0:16,2/4/2025 9:54,578,Delay,Clearing Delay,High,24,TRUE,5,Chat,Central,Agent_99
INC00303,C1284,8/1/2025 13:44,8/3/2025 8:51,2587,Delay,Processing Queue,Medium,48,TRUE,1,Phone,East,Agent_11
INC00304,C1697,4/15/2025 4:34,4/15/2025 11:21,407,Transaction Mismatch,Missing Transaction,High,24,TRUE,4,Phone,East,Agent_90
INC00305,C1464,8/12/2025 23:54,8/14/2025 1:41,1547,Delay,Clearing Delay,High,24,FALSE,1,Phone,East,Agent_86
INC00306,C1535,3/31/2025 3:00,4/1/2025 23:48,2688,Delay,Clearing Delay,Low,72,TRUE,3,Chat,South,Agent_48
INC00307,C1030,3/6/2025 23:49,,,Fraud Detection,Card Fraud,High,24,FALSE,,Chat,West,Agent_35
INC00308,C1056,2/2/2025 8:45,2/2/2025 15:05,380,Payment Failure,Insufficient Funds,Medium,48,TRUE,5,Mobile App,Central,Agent_22
INC00309,C1233,7/8/2025 5:16,7/8/2025 19:17,841,Delay,Processing Queue,Medium,48,TRUE,4,Phone,North,Agent_110
INC00310,C1036,1/7/2025 7:02,1/7/2025 21:23,861,Transaction Mismatch,Amount Mismatch,Low,72,TRUE,4,Mobile App,South,Agent_42
INC00311,C1514,5/8/2025 13:58,5/8/2025 15:06,68,Transaction Mismatch,Amount Mismatch,Medium,48,TRUE,5,Phone,South,Agent_29
INC00312,C1318,1/24/2025 12:04,,,Transaction Mismatch,Duplicate Transaction,High,24,FALSE,,Chat,North,Agent_71
INC00313,C1475,8/22/2025 0:23,8/22/2025 9:33,550,Fraud Detection,Account Takeover,Medium,48,TRUE,5,Chat,Central,Agent_64
INC00314,C1419,4/11/2025 23:57,4/12/2025 4:53,296,Account Access,Password Reset,Low,72,TRUE,5,Phone,South,Agent_70
INC00315,C1385,6/27/2025 20:53,6/29/2025 10:14,2241,KYC/Documentation,Verification Delay,Low,72,TRUE,4,Chat,North,Agent_27
INC00316,C1044,5/2/2025 13:31,5/2/2025 21:28,477,Chargeback,Customer Dispute,Medium,48,TRUE,5,Email,Central,Agent_53
INC00317,C1839,7/10/2025 14:47,,,Payment Failure,Beneficiary Error,Low,72,FALSE,,Mobile App,North,Agent_76
INC00318,C1820,2/1/2025 13:42,2/2/2025 5:53,971,Fraud Detection,Account Takeover,High,24,TRUE,2,Mobile App,East,Agent_41
INC00319,C1111,8/20/2025 8:14,8/20/2025 16:59,525,Chargeback,Customer Dispute,High,24,TRUE,3,Email,North,Agent_22
INC00320,C1462,8/19/2025 14:20,8/19/2025 22:49,509,Delay,Interbank Delay,Critical,4,FALSE,1,Chat,West,Agent_34
INC00321,C1220,3/3/2025 2:10,3/3/2025 2:50,40,Account Access,Locked Account,Medium,48,TRUE,5,Chat,South,Agent_12
INC00322,C1178,5/8/2025 11:25,,,Delay,Interbank Delay,Low,72,FALSE,,Phone,West,Agent_110
INC00323,C1143,8/20/2025 17:47,8/22/2025 0:45,1858,Fraud Detection,Account Takeover,Low,72,TRUE,4,Phone,North,Agent_8
INC00324,C1086,4/24/2025 4:12,4/24/2025 15:22,670,Transaction Mismatch,Missing Transaction,Medium,48,TRUE,4,Chat,North,Agent_3
INC00325,C1849,2/3/2025 6:57,2/3/2025 22:14,917,Transaction Mismatch,Amount Mismatch,Low,72,TRUE,5,Chat,North,Agent_6
INC00326,C1391,8/25/2025 1:10,8/25/2025 11:20,610,Payment Failure,Beneficiary Error,Low,72,TRUE,4,Mobile App,South,Agent_46
INC00327,C1631,4/20/2025 5:17,4/20/2025 12:43,446,Transaction Mismatch,Amount Mismatch,Low,72,TRUE,5,Email,East,Agent_64
INC00328,C1658,7/30/2025 17:30,8/1/2025 2:26,1976,Delay,Interbank Delay,Low,72,TRUE,4,Email,Central,Agent_102
INC00329,C1934,1/10/2025 12:50,1/10/2025 15:44,174,Transaction Mismatch,Missing Transaction,High,24,TRUE,,Chat,West,Agent_35
INC00330,C1483,4/3/2025 0:20,,,Fraud Detection,Account Takeover,Low,72,FALSE,,Chat,Central,Agent_30
INC00331,C1754,3/23/2025 3:15,3/23/2025 12:14,539,Fraud Detection,Suspicious Login,High,24,TRUE,4,Phone,South,Agent_74
INC00332,C1325,7/18/2025 11:59,7/18/2025 16:28,269,Chargeback,Customer Dispute,Low,72,TRUE,5,Chat,Central,Agent_4
INC00333,C1902,6/30/2025 18:36,7/1/2025 0:56,380,Payment Failure,Gateway Error,High,24,TRUE,4,Mobile App,Central,Agent_40
INC00334,C1489,3/31/2025 15:02,4/3/2025 12:49,4187,Delay,Processing Queue,Low,72,TRUE,2,Phone,East,Agent_118
INC00335,C1600,4/14/2025 4:21,4/16/2025 15:38,3557,Delay,Interbank Delay,Low,72,TRUE,2,Email,North,Agent_109
INC00336,C1309,7/6/2025 2:23,7/6/2025 5:21,178,Chargeback,Merchant Error,Medium,48,TRUE,4,Chat,South,Agent_21
INC00337,C1910,8/12/2025 20:31,8/13/2025 1:27,296,Transaction Mismatch,Missing Transaction,Critical,4,FALSE,2,Chat,South,Agent_86
INC00338,C1971,3/31/2025 12:19,3/31/2025 14:42,143,Account Access,Password Reset,Low,72,TRUE,5,Mobile App,Central,Agent_5
INC00339,C1106,4/4/2025 19:20,4/6/2025 18:31,2831,KYC/Documentation,Mismatch Info,Low,72,TRUE,3,Mobile App,South,Agent_43
INC00340,C1654,2/9/2025 7:22,2/10/2025 2:19,1137,Delay,Clearing Delay,High,24,TRUE,2,Chat,West,Agent_2
INC00341,C1001,5/16/2025 6:15,5/16/2025 15:43,568,Delay,Interbank Delay,High,24,TRUE,5,Phone,West,Agent_57
INC00342,C1103,8/3/2025 5:56,8/4/2025 1:29,1173,Transaction Mismatch,Duplicate Transaction,Low,72,TRUE,3,Mobile App,Central,Agent_84
INC00343,C1267,4/26/2025 5:28,4/26/2025 8:55,207,Account Access,Password Reset,Low,72,TRUE,5,Phone,North,Agent_44
INC00344,C1914,3/29/2025 12:10,3/30/2025 5:54,1064,Delay,Clearing Delay,Low,72,TRUE,5,Mobile App,North,Agent_56
INC00345,C1997,3/26/2025 19:56,,,Delay,Clearing Delay,Low,72,FALSE,,Email,West,Agent_90
INC00346,C1860,5/16/2025 21:18,5/17/2025 11:00,822,Fraud Detection,Card Fraud,Low,72,TRUE,5,Mobile App,South,Agent_7
INC00347,C1204,7/4/2025 0:27,7/4/2025 13:23,776,Fraud Detection,Suspicious Login,Medium,48,TRUE,4,Phone,North,Agent_27
INC00348,C1482,3/29/2025 20:18,3/30/2025 11:33,915,Transaction Mismatch,Amount Mismatch,Low,72,TRUE,4,Mobile App,East,Agent_12
INC00349,C1269,7/18/2025 5:23,,,Transaction Mismatch,Amount Mismatch,Medium,48,FALSE,,Mobile App,West,Agent_34
INC00350,C1684,4/26/2025 8:36,4/27/2025 14:43,1807,Delay,Processing Queue,Medium,48,TRUE,3,Chat,Central,Agent_53
INC00351,C1548,4/27/2025 17:03,,,Transaction Mismatch,Missing Transaction,Medium,48,FALSE,,Mobile App,Central,Agent_113
INC00352,C1922,5/1/2025 15:19,5/1/2025 17:00,101,Transaction Mismatch,Missing Transaction,Low,72,TRUE,5,Email,North,Agent_97
INC00353,C1699,8/18/2025 5:10,8/20/2025 8:59,3109,KYC/Documentation,Missing Documents,Low,72,TRUE,3,Mobile App,South,Agent_106
INC00354,C1406,3/17/2025 19:16,3/19/2025 14:52,2616,KYC/Documentation,Missing Documents,Low,72,TRUE,2,Chat,East,Agent_67
INC00355,C1424,8/23/2025 0:50,8/23/2025 5:44,294,Payment Failure,Beneficiary Error,High,24,TRUE,5,Email,South,Agent_73
INC00356,C1352,2/21/2025 3:36,2/21/2025 16:25,769,Delay,Interbank Delay,High,24,TRUE,3,Mobile App,East,Agent_50
INC00357,C1623,9/6/2025 18:38,9/7/2025 23:24,1726,Delay,Interbank Delay,Medium,48,TRUE,3,Mobile App,North,Agent_51
INC00358,C1345,6/19/2025 22:15,6/19/2025 22:53,38,Account Access,MFA Issue,High,24,TRUE,5,Chat,East,Agent_36
INC00359,C1997,9/9/2025 22:43,,,Chargeback,Customer Dispute,Low,72,FALSE,,Mobile App,East,Agent_35
INC00360,C1758,8/2/2025 19:41,8/3/2025 7:05,684,Fraud Detection,Card Fraud,High,24,TRUE,4,Mobile App,Central,Agent_112
INC00361,C1138,7/11/2025 1:32,7/12/2025 17:49,2417,Delay,Interbank Delay,Medium,48,TRUE,1,Phone,South,Agent_25
INC00362,C1377,4/13/2025 1:15,4/13/2025 4:50,215,Transaction Mismatch,Duplicate Transaction,Medium,48,TRUE,4,Mobile App,Central,Agent_51
INC00363,C1485,3/5/2025 21:01,3/6/2025 7:27,626,Transaction Mismatch,Missing Transaction,Medium,48,TRUE,5,Chat,East,Agent_21
INC00364,C1874,5/13/2025 23:53,5/16/2025 3:57,3124,Delay,Clearing Delay,Low,72,TRUE,3,Email,South,Agent_83
INC00365,C1990,4/26/2025 21:13,4/27/2025 4:19,426,Account Access,Locked Account,Low,72,TRUE,5,Phone,West,Agent_117
INC00366,C1965,3/9/2025 20:11,3/10/2025 12:31,980,KYC/Documentation,Missing Documents,Low,72,TRUE,4,Chat,East,Agent_55
INC00367,C1638,7/12/2025 11:29,7/12/2025 23:08,699,Fraud Detection,Account Takeover,Medium,48,TRUE,5,Mobile App,Central,Agent_14
INC00368,C1289,1/4/2025 16:42,1/5/2025 18:28,1546,KYC/Documentation,Mismatch Info,Medium,48,TRUE,3,Chat,North,Agent_62
INC00369,C1975,2/2/2025 10:17,2/2/2025 20:28,611,Transaction Mismatch,Duplicate Transaction,Low,72,TRUE,,Chat,South,Agent_20
INC00370,C1697,5/4/2025 1:51,5/4/2025 10:19,508,KYC/Documentation,Mismatch Info,Medium,48,TRUE,5,Email,North,Agent_84
INC00371,C1725,9/12/2025 9:16,9/12/2025 11:00,104,Transaction Mismatch,Duplicate Transaction,Medium,48,TRUE,5,Email,East,Agent_93
INC00372,C1307,4/24/2025 21:34,,,Account Access,Locked Account,Low,72,FALSE,,Email,Central,Agent_24
INC00373,C1934,5/31/2025 3:30,5/31/2025 6:20,170,Account Access,Locked Account,High,24,TRUE,5,Email,East,Agent_84
INC00374,C1339,2/15/2025 7:22,2/15/2025 10:37,195,Account Access,MFA Issue,Medium,48,TRUE,5,Chat,East,Agent_75
INC00375,C1072,5/31/2025 14:54,5/31/2025 23:31,517,Transaction Mismatch,Missing Transaction,Medium,48,TRUE,,Mobile App,South,Agent_65
INC00376,C1140,3/3/2025 21:24,3/4/2025 5:24,480,Fraud Detection,Card Fraud,High,24,TRUE,3,Email,East,Agent_53
INC00377,C1181,8/23/2025 4:20,8/23/2025 6:19,119,Account Access,Password Reset,Medium,48,TRUE,5,Chat,North,Agent_1
INC00378,C1804,8/20/2025 8:13,8/20/2025 10:37,144,Account Access,Locked Account,High,24,TRUE,5,Phone,South,Agent_79
INC00379,C1546,8/11/2025 20:27,8/12/2025 1:39,312,Transaction Mismatch,Duplicate Transaction,Low,72,TRUE,5,Email,East,Agent_2
INC00380,C1710,6/14/2025 16:12,6/14/2025 19:05,173,Account Access,Locked Account,Medium,48,TRUE,5,Chat,East,Agent_17
INC00381,C1971,2/22/2025 12:32,2/22/2025 16:42,250,Transaction Mismatch,Amount Mismatch,High,24,TRUE,5,Chat,West,Agent_94
INC00382,C1367,6/22/2025 13:56,6/22/2025 19:11,315,Chargeback,Merchant Error,Critical,4,FALSE,1,Email,South,Agent_117
